tu,pos,neg,neu,polarity
hữu hạn,0.075170346,0.039225399,0.885604322,0.035944946
mủm mỉm,0.08810886,0.052194837,0.859696329,0.035914022
nhếch mép,0.08810886,0.052194837,0.859696329,0.035914022
ở lổ,0.080640636,0.044735715,0.874623656,0.035904922
cọt kẹt,0.044011138,0.079911523,0.876077354,-0.035900384
thân phận,0.077190273,0.041295499,0.881514192,0.035894774
nam bán cầu,0.091690943,0.05579678,0.85251224,0.035894163
hội diện,0.074547529,0.038654193,0.886798263,0.035893336
giám ngục,0.091319039,0.05543109,0.853249848,0.035887949
móc túi,0.042412989,0.078268908,0.879318058,-0.035855919
Bẻ quế,0.068495691,0.032662634,0.898841679,0.035833057
quạt nan,0.101067185,0.065239459,0.833693385,0.035827726
học trò,0.116308231,0.080503222,0.803188562,0.035805009
rặn,0.072138928,0.0363387,0.891522408,0.035800228
mía de,0.094011582,0.058241308,0.847747147,0.035770275
trung đẳng,0.076653771,0.040912259,0.882433951,0.035741512
màu nước,0.104297787,0.068564415,0.827137768,0.035733372
tay quay,0.075849764,0.040136404,0.884013772,0.03571336
trằn,0.091470961,0.05578982,0.852739215,0.035681141
siêu,0.050441071,0.086107742,0.863451242,-0.035666671
độ thân,0.075348169,0.039691452,0.884960413,0.035656717
thấy,0.073042558,0.037388634,0.889568806,0.035653924
cưu mang,0.103378773,0.067744516,0.828876734,0.035634257
tẩm bổ,0.038375568,0.073994197,0.887630224,-0.035618629
giỗ hết,0.078464448,0.042847119,0.878688514,0.035617329
thông thuộc,0.100986451,0.065389402,0.833624125,0.035597049
ná,0.088802859,0.053238209,0.857958972,0.03556465
làm đỏm,0.043720774,0.079281092,0.876998186,-0.035560317
kiếm ăn,0.078829505,0.043275665,0.877894819,0.035553839
gân cốt,0.080454245,0.044923667,0.874622166,0.035530578
đất,0.283337963,0.247819216,0.46884283,0.035518747
lập mưu,0.08520931,0.049698077,0.865092635,0.035511233
e lệ,0.041228887,0.076720938,0.882050216,-0.035492051
tát,0.092031341,0.056561178,0.851407498,0.035470163
cối,0.225333782,0.260785984,0.513880204,-0.035452202
ngòi bút,0.113151919,0.14860034,0.738247752,-0.035448421
suy xét,0.090942346,0.055497132,0.853560448,0.035445213
Thổ quan,0.083008394,0.047577899,0.869413733,0.035430495
thổ quan,0.083008394,0.047577899,0.869413733,0.035430495
ngần ngại,0.039522763,0.074951686,0.885525584,-0.035428923
đối ngoại,0.10359624,0.068181448,0.828222394,0.035414793
trần liệt,0.113815539,0.078400768,0.807783723,0.03541477
đa thê,0.07887163,0.043470319,0.87765801,0.035401311
nương nhờ,0.072592936,0.037218198,0.890188932,0.035374738
quân trang,0.074008301,0.038641673,0.887350023,0.035366628
xuồng,0.093435854,0.058086704,0.848477364,0.035349149
hương thân,0.072993316,0.037648078,0.88935858,0.035345238
đuôi,0.097570959,0.132909803,0.76951923,-0.035338844
tửu,0.092189014,0.056887046,0.850923896,0.035301968
kiễng,0.045692854,0.080989689,0.873317361,-0.035296835
tẩm quất,0.087017775,0.051723965,0.861258328,0.03529381
xe cứu thương,0.090440564,0.055153243,0.854406118,0.035287321
khu xử,0.068527058,0.033252157,0.898220718,0.0352749
sóm sém,0.046471998,0.081729896,0.871798038,-0.035257898
bán niên,0.073652506,0.038402293,0.887945175,0.035250213
nhét,0.082545161,0.047295218,0.870159626,0.035249943
trung đội trưởng,0.089589931,0.054343157,0.856066883,0.035246775
nghén,0.070291519,0.03504755,0.894661009,0.035243969
trước kia,0.07598111,0.040753227,0.883265674,0.035227884
hướng thiện,0.077660985,0.042436033,0.879902899,0.035224952
soi xét,0.050620884,0.085809767,0.863569319,-0.035188884
tư thù,0.055649042,0.090802424,0.853548586,-0.035153382
rị,0.087491348,0.052400198,0.860108495,0.035091151
góp nhóp,0.07723856,0.042165034,0.880596399,0.035073526
khách nợ,0.046319183,0.081372783,0.872308075,-0.0350536
song ẩm,0.076584809,0.041591981,0.881823242,0.034992827
so kè,0.075439788,0.040476121,0.884083986,0.034963667
Cát đằng,0.100938059,0.065982679,0.833079249,0.03495538
mã lửa,0.044863641,0.079817459,0.875318885,-0.034953818
keo sơn,0.084099263,0.049150568,0.866750121,0.034948695
tôn miếu,0.086557359,0.051614709,0.86182791,0.034942649
mông muội,0.46433924,0.499266421,0.036394356,-0.034927181
hầm,0.103678808,0.068757169,0.827564061,0.034921639
kiểm học,0.0450828,0.079969302,0.874947846,-0.034886502
kiệu bát cống,0.079979233,0.045095894,0.874924839,0.034883339
rủng rỉnh,0.308127403,0.273250163,0.418622464,0.034877241
xét hỏi,0.08886423,0.054013908,0.857121885,0.034850322
ngay thật,0.087120906,0.052303188,0.860575855,0.034817718
sẩy thai,0.071525112,0.036725394,0.891749501,0.034799717
vị giác,0.050120112,0.084910043,0.864969909,-0.034789931
thường dân,0.07650838,0.041722924,0.881768703,0.034785457
lăn tăn,0.082157508,0.116920587,0.800921917,-0.034763079
kiểm,0.048919294,0.083666421,0.867414266,-0.034747127
tao,0.181018159,0.146282669,0.672699183,0.03473549
giấu màu,0.074744605,0.040023137,0.88523227,0.034721468
thơ ấu,0.073372155,0.038667705,0.887960136,0.034704451
chiếu chỉ,0.062914886,0.097613387,0.839471757,-0.034698501
nhún nhường,0.03967768,0.07437218,0.885950089,-0.0346945
thượng cổ,0.089293614,0.054609615,0.856096745,0.034683999
ma-giê,0.050582964,0.085263737,0.864153266,-0.034680773
thiện căn,0.075885594,0.04123868,0.882875681,0.034646913
tình huống,0.073053598,0.038413502,0.888532877,0.034640096
thiết tưởng,0.075037308,0.04040502,0.884557664,0.034632288
nhà lầu,0.083399408,0.048780587,0.867819965,0.034618821
nhập ngũ,0.070981808,0.036368977,0.892649174,0.034612831
thực quyền,0.082747705,0.048166793,0.869085491,0.034580912
mua sỉ,0.093012547,0.058452187,0.848535299,0.03456036
già câng,0.167134792,0.132578924,0.700286329,0.034555867
nghe nói,0.067730352,0.033205897,0.899063706,0.034524456
cầm canh,0.088577151,0.054065671,0.857357144,0.03451148
lông,0.080286587,0.045778899,0.873934478,0.034507688
ngoại lai,0.076946832,0.042447865,0.88060528,0.034498967
niêm phong,0.079683259,0.045190413,0.875126362,0.034492847
nhà quan,0.094355501,0.059870645,0.845773816,0.034484856
diễn dịch,0.07196828,0.037510995,0.890520811,0.034457285
nước bọt,0.105887234,0.071444035,0.822668791,0.0344432
nói đớt,0.12113066,0.086709142,0.792160273,0.034421518
tịch mịch,0.143923491,0.109520279,0.746556222,0.034403212
qui,0.072683081,0.038315941,0.889001012,0.03436714
len lỏi,0.090949163,0.056585304,0.85246557,0.034363858
trèo,0.073902339,0.039547756,0.88654989,0.034354582
nhâm,0.070392571,0.03608397,0.893523455,0.034308601
đào tạo,0.104971498,0.070668072,0.82436049,0.034303427
hương chức,0.075928472,0.041627321,0.882444203,0.034301151
theo,0.19337006,0.227667334,0.578962611,-0.034297274
tuyển cử,0.083179116,0.048883677,0.867937207,0.03429544
mức độ,0.073065095,0.038775817,0.888159156,0.034289278
mãnh hổ,0.056389906,0.090656139,0.85295397,-0.034266233
hí hoáy,0.068619877,0.034383506,0.896996558,0.034236372
cơ,0.200626306,0.234853772,0.564519922,-0.034227466
thóp,0.086293761,0.052085709,0.861620516,0.034208052
trệt,0.144837484,0.110631883,0.744530618,0.034205601
mùi mẽ,0.101083867,0.066891022,0.832025051,0.034192845
rục rịch,0.072477359,0.106667319,0.820855349,-0.03418996
hổ phù,0.067237338,0.101415138,0.831347495,-0.0341778
kéo bè,0.041915011,0.076078348,0.882006645,-0.034163337
dục,0.07248985,0.038345445,0.889164686,0.034144405
chuẩn đích,0.097202986,0.063068695,0.839728296,0.034134291
lượm lặt,0.077363752,0.043231621,0.879404604,0.03413213
kiến vàng,0.083176628,0.04906508,0.867758393,0.034111548
súc miệng,0.072408855,0.03830222,0.889289021,0.034106635
tột độ,0.084947877,0.050847705,0.864204466,0.034100171
sẩy chân,0.047463626,0.081556119,0.870980203,-0.034092493
ống thụt,0.140457854,0.174524963,0.685017169,-0.034067109
út,0.067790918,0.033726078,0.898482978,0.034064841
hoá nhi,0.083261654,0.049208589,0.867529809,0.034053065
lông hồng,0.066679448,0.032638378,0.900682211,0.034041069
hao hụt,0.087785691,0.053746324,0.858467937,0.034039367
làm đĩ,0.083885841,0.049848389,0.866265833,0.034037452
tên hèm,0.111653998,0.145690724,0.742655218,-0.034036726
lồng ngực,0.043917965,0.077897362,0.878184676,-0.033979397
chưởng khế,0.055914517,0.089888692,0.854196727,-0.033974174
dát,0.041157424,0.075114146,0.883728504,-0.033956721
phát đoan,0.087479278,0.053589802,0.858930945,0.033889476
đo ván,0.091621183,0.057737276,0.850641489,0.033883907
pháo tép,0.077644013,0.043804102,0.87855196,0.033839911
nguyên khai,0.070327863,0.036489308,0.893182814,0.033838555
nhông,0.057236003,0.091054017,0.851710021,-0.033818014
rậm râu,0.060185194,0.094002299,0.845812559,-0.033817105
gió may,0.0411979,0.075010031,0.883792102,-0.033812132
tràu,0.09132956,0.057572871,0.851097524,0.033756688
nép,0.083455704,0.049738921,0.866805375,0.033716783
phóng viên,0.049814105,0.083528318,0.866657555,-0.033714212
kính tiềm vọng,0.069651574,0.035958532,0.894389868,0.033693042
tại chức,0.10333528,0.137026179,0.759638548,-0.033690899
máy kéo,0.077249512,0.04356499,0.879185498,0.033684522
mái chèo,0.073656149,0.107331231,0.819012582,-0.033675082
mệnh hệ,0.112831816,0.07919807,0.807970166,0.033633746
mỏm,0.109132119,0.075501211,0.815366685,0.033630908
lá mía,0.096296869,0.062667545,0.841035575,0.033629324
xuất thân,0.045952186,0.079580493,0.874467373,-0.033628307
dưa leo,0.078456365,0.044831373,0.876712263,0.033624992
sác,0.109135389,0.075519264,0.815345347,0.033616126
rốn chiêng,0.097379647,0.063781478,0.838838816,0.03359817
sò,0.040847741,0.074442349,0.884710014,-0.033594608
trúc đào,0.043935601,0.077524178,0.878540218,-0.033588577
giáo đường,0.088361487,0.054797154,0.856841266,0.033564333
gian phụ,0.091911077,0.058346938,0.849741995,0.033564139
tỏ rạng,0.126348853,0.092805594,0.780845523,0.033543259
lề luật,0.071194805,0.037662771,0.891142428,0.033532035
nhiêu,0.0938088,0.060286697,0.845904469,0.033522103
giặc lái,0.45725894,0.490770012,0.05197113,-0.033511072
tía,0.09598396,0.062478852,0.841537237,0.033505108
tuyệt tự,0.054423418,0.087919295,0.857657313,-0.033495877
rợn,0.056735687,0.09021689,0.85304749,-0.033481203
phỏng vấn,0.064374357,0.030897217,0.904728353,0.033477141
giao long,0.101114474,0.067682892,0.831202626,0.033431582
phủ đầu,0.128418654,0.095006652,0.776574671,0.033412002
bóp còi,0.085067756,0.051662259,0.863269925,0.033405498
quốc tịch,0.094790593,0.061391175,0.843818247,0.033399418
thông hành,0.091259565,0.057891531,0.850848913,0.033368034
tương tri,0.083920762,0.050574351,0.86550492,0.033346411
kiểm sát,0.091453269,0.05819032,0.8503564,0.033262949
xu thời,0.113123082,0.079862885,0.807013988,0.033260196
cảnh binh,0.084067561,0.050817776,0.865114689,0.033249784
phái viên,0.088688269,0.055442538,0.855869174,0.033245731
nhanh tay,0.07827574,0.04504155,0.876682639,0.03323419
nhân mãn,0.082910404,0.049680732,0.867408872,0.033229671
nhỏ nhẻ,0.068558022,0.035362285,0.896079719,0.033195738
phân ban,0.064213008,0.031037522,0.904749453,0.033175485
phụ mẫu,0.089755595,0.056580737,0.853663683,0.033174857
họp,0.084765747,0.051604513,0.863629758,0.033161234
nhắc nhở,0.045065885,0.07819148,0.876742661,-0.033125594
oạch,0.05594442,0.089067318,0.854988158,-0.033122897
tóc tiên,0.095074244,0.061964739,0.842961073,0.033109505
rơi rớt,0.073957592,0.040849172,0.885193229,0.033108421
sức vóc,0.069606833,0.036503054,0.893890083,0.033103779
tiểu não,0.074838303,0.041738633,0.88342303,0.03309967
ém nhẹm,0.099375688,0.066276081,0.834348321,0.033099607
liên phòng,0.076691188,0.043642871,0.879665971,0.033048317
góc tù,0.08432401,0.05127909,0.86439687,0.033044919
đáo,0.098331675,0.065310858,0.836357415,0.033020817
dựa,0.068644315,0.101639561,0.829716106,-0.032995246
định tính,0.067638099,0.034700979,0.897660911,0.032937121
trông cậy,0.098833546,0.065899998,0.835266411,0.032933548
đoạt,0.22298846,0.190061677,0.586949855,0.032926783
thiêu,0.086364441,0.119266048,0.794369519,-0.032901607
tứ dân,0.063591436,0.096487321,0.839921296,-0.032895885
tiểu thử,0.072028689,0.039140906,0.888830423,0.032887783
vảy,0.100618366,0.067742819,0.831638813,0.032875547
rặc,0.067259066,0.034386668,0.898354292,0.032872397
phẳng lặng,0.058811873,0.09168417,0.849503994,-0.032872297
trưởng họ,0.067593098,0.034726512,0.897680402,0.032866586
nhật kế,0.088295974,0.055431876,0.856272161,0.032864098
lõi đời,0.062857009,0.095716335,0.841426671,-0.032859325
thợ sơn,0.075149469,0.042296357,0.882554114,0.032853112
nhiên liệu,0.089869075,0.12272124,0.787409723,-0.032852165
mô-tơ,0.08906056,0.056208927,0.854730487,0.032851633
luyện tập,0.108996078,0.076144658,0.814859271,0.03285142
nhất phẩm,0.073205039,0.040366821,0.886428118,0.032838218
phong tục,0.095814854,0.062989488,0.841195703,0.032825366
ôn tập,0.091092214,0.058268521,0.850639284,0.032823693
hạ bộ,0.093297206,0.060474068,0.846228719,0.032823138
nam phục,0.083406731,0.050589956,0.866003275,0.032816775
trung bình cộng,0.064415991,0.031613894,0.903970063,0.032802097
tùng hương,0.10480573,0.072008796,0.823185444,0.032796934
quốc dân đại hội,0.09197057,0.059191417,0.848837972,0.032779153
thiếu nhi,0.071397953,0.03863823,0.889963746,0.032759722
thư nhàn,0.070445001,0.037725717,0.891829193,0.032719284
thả dù,0.043399841,0.076099858,0.880500376,-0.032700017
tráng miệng,0.080262199,0.047578406,0.872159421,0.032683793
khốn quẫn,0.097703263,0.065031409,0.837265313,0.032671854
số phức,0.07546068,0.042801838,0.881737471,0.032658841
tiếp thu,0.352427386,0.319798436,0.327774168,0.032628951
kinh lạc,0.059060618,0.091687456,0.849251926,-0.032626837
bẵng,0.067973725,0.100591069,0.831435204,-0.032617344
tín chỉ,0.109932363,0.142539589,0.747528046,-0.032607226
khai phương,0.080314234,0.047732506,0.871953249,0.032581728
hoa tiêu,0.092622384,0.06005894,0.847318649,0.032563444
lâm chung,0.156698987,0.189259693,0.65404135,-0.032560706
mổ cò,0.058594555,0.091150992,0.850254357,-0.032556437
nhận lời,0.075048186,0.042494446,0.882457376,0.03255374
trào,0.359802037,0.327251638,0.312946347,0.0325504
tự phụ,0.066511855,0.033964362,0.899523795,0.032547493
tự kiêu,0.066511855,0.033964362,0.899523795,0.032547493
tự thị,0.066511855,0.033964362,0.899523795,0.032547493
hóm,0.067642726,0.035100408,0.897256851,0.032542318
thạch,0.118673604,0.086135151,0.795191228,0.032538453
nghêu,0.081924515,0.049393389,0.868682057,0.032531125
lẫm cẫm,0.047073107,0.07957796,0.873348892,-0.032504853
phiết,0.110124588,0.142628834,0.747246623,-0.032504246
tía tô,0.082141154,0.049637049,0.8682217,0.032504104
mọn,0.076357085,0.043869132,0.879773751,0.032487953
nghị luận,0.071535498,0.039059304,0.889405191,0.032476194
thí dụ,0.074026112,0.041562394,0.884411484,0.032463717
trà mi,0.078427203,0.045963861,0.875608981,0.032463342
gươm đao,0.066901289,0.034456607,0.898642182,0.032444682
lấp lú,0.089506768,0.057066001,0.853427172,0.032440767
lâm thời,0.060026485,0.092462793,0.847510755,-0.032436308
phẩm cấp,0.075288497,0.042858858,0.881852686,0.032429639
dân công,0.085762396,0.05335262,0.860884964,0.032409776
thịt thà,0.084126748,0.051751677,0.864121556,0.032375071
thám tử,0.056632325,0.088999778,0.854367912,-0.032367453
hợp cẩn,0.07932768,0.046975348,0.873697042,0.032352332
tự điền,0.046572089,0.07892137,0.874506474,-0.032349281
bóng trăng,0.078345463,0.046005215,0.875649273,0.032340247
thân mềm,0.090601414,0.058287021,0.851111591,0.032314394
năm ba,0.07160826,0.03929748,0.889094293,0.03231078
nước giải,0.042322237,0.074608602,0.883069158,-0.032286365
thị lang,0.075796537,0.043514103,0.880689323,0.032282434
lính tráng,0.070624627,0.038346,0.891029298,0.032278627
gian phu,0.091440521,0.1237064,0.784853041,-0.032265879
nhân nhẩn,0.073648773,0.041383505,0.884967685,0.032265268
thị hùng,0.058135964,0.090389684,0.851474285,-0.03225372
lãnh binh,0.078228712,0.045992136,0.875779212,0.032236576
dạn mặt,0.197562426,0.229793504,0.572643995,-0.032231078
ngọc đường,0.068670437,0.036440738,0.894888818,0.032229699
sao chế,0.075633474,0.043403968,0.880962551,0.032229505
thuật số,0.091169119,0.058968782,0.849862158,0.032200336
suối,0.091168955,0.058988251,0.849842787,0.032180704
cầu hôn,0.129395962,0.097221464,0.773382604,0.032174498
tóc mai,0.089936256,0.05777251,0.852291286,0.032163747
cam phận,0.433508903,0.401363194,0.165127888,0.032145709
tổng lãnh sự,0.08181338,0.049671326,0.868515193,0.032142054
ngoại hối,0.076493502,0.044370137,0.879136384,0.032123365
khối u,0.107169442,0.075088784,0.817741811,0.032080658
nghênh hôn,0.072189867,0.040120523,0.88768959,0.032069344
nghề ngỗng,0.08731702,0.055254478,0.857428491,0.032062542
phong vũ biểu,0.069508702,0.037452575,0.893038809,0.032056127
tảo hôn,0.045987859,0.077985935,0.876026213,-0.031998076
so đọ,0.070963368,0.039002355,0.890034199,0.031961013
phụ hệ,0.132715017,0.100756422,0.766528487,0.031958595
mụn,0.088345945,0.056413872,0.855240186,0.031932073
khấn khứa,0.078266822,0.046377506,0.875355601,0.031889316
liếp nhiếp,0.060489684,0.092364915,0.847145438,-0.03187523
danh phận,0.066565521,0.034709442,0.898725033,0.031856079
rượu ngọn,0.076417498,0.044596195,0.878986239,0.031821303
nhập môn,0.07890176,0.047081865,0.874016345,0.031819895
hơn thiệt,0.068602428,0.036791988,0.894605577,0.03181044
thược dược,0.07560809,0.043802425,0.880589545,0.031805664
chuôi,0.080178998,0.04839433,0.871426642,0.031784669
khí bẩm,0.078025371,0.046249844,0.875724792,0.031775527
thất lạc,0.12203607,0.090264559,0.787699342,0.031771511
nhuận sắc,0.077419065,0.045647707,0.876933217,0.031771358
phệt,0.089482591,0.057712998,0.852804422,0.031769592
kho bạc,0.08395537,0.05221818,0.863826394,0.03173719
thiết quân luật,0.101159133,0.069422565,0.829418302,0.031736568
cấu thành,0.120575473,0.088860594,0.790564001,0.031714879
sai biệt,0.056925915,0.088637576,0.854436517,-0.03171166
niêm luật,0.050317064,0.082021326,0.867661536,-0.031704262
thiếu phó,0.046759821,0.078413926,0.874826193,-0.031654105
thiếu tướng,0.064755246,0.033112507,0.902132273,0.031642739
tán quang,0.080946684,0.049307525,0.869745851,0.031639159
mật,0.075498797,0.043892004,0.880609274,0.031606793
lồm cồm,0.047294557,0.078895949,0.873809516,-0.031601392
phủ chính,0.118777148,0.150376245,0.730846643,-0.031599097
ngáp,0.045121487,0.076719448,0.878159046,-0.031597961
khung cửi,0.084751867,0.053154651,0.862093449,0.031597216
thanh âm,0.074120797,0.042524297,0.883354843,0.0315965
thần công,0.09566354,0.064083725,0.840252697,0.031579815
thức,0.070600189,0.039022874,0.890376925,0.031577315
nằn nì,0.067054696,0.035479173,0.897466063,0.031575523
thu hình,0.075629592,0.044064976,0.880305409,0.031564616
thoát thai,0.090074204,0.058520325,0.851405501,0.031553879
luyện,0.136467872,0.16801787,0.695514262,-0.031549999
truyền đạo,0.081488319,0.113009214,0.805502474,-0.031520896
thụ nghiệp,0.079116143,0.047596198,0.873287737,0.031519946
diện tích,0.098288096,0.066768797,0.834943086,0.031519299
hư thực,0.071287848,0.039803591,0.888908505,0.031484257
tu chí,0.093734622,0.125218749,0.781046629,-0.031484127
húng dũi,0.10075929,0.069278039,0.829962671,0.031481251
làm quà,0.112099783,0.080630427,0.807269812,0.031469356
thư phòng,0.081001751,0.049540732,0.869457424,0.031461019
tua rua,0.043028716,0.074400909,0.882570386,-0.031372193
trung cấp,0.066664495,0.035296824,0.898038685,0.031367671
tựa hồ,0.049854059,0.081214957,0.868931055,-0.031360898
dọn sạch,0.239332892,0.208026737,0.552640349,0.031306155
nhìn nhận,0.050000329,0.081299245,0.868700504,-0.031298917
hộp quẹt,0.104274832,0.072991222,0.822733879,0.03128361
tốt lễ,0.072824374,0.041556135,0.885619462,0.031268239
giếng khơi,0.100351699,0.069087394,0.830560923,0.031264305
trang đài,0.07814429,0.046906266,0.874949515,0.031238023
nhỏ nhoi,0.039784655,0.071015216,0.889200091,-0.031230561
khía,0.08068395,0.04946132,0.869854659,0.03122263
nhấp,0.073030788,0.041821461,0.88514775,0.031209327
phổi,0.067027368,0.035819653,0.89715296,0.031207714
sao chép,0.072860904,0.041681223,0.885457814,0.031179681
rơm rớm,0.061341751,0.092521377,0.846136808,-0.031179626
khảo hạch,0.070859186,0.03967981,0.889460981,0.031179376
xe bò,0.089195207,0.058034457,0.852770448,0.031160749
định,0.122555003,0.153688334,0.723756641,-0.031133331
mạt lộ,0.092197113,0.061080161,0.846722722,0.031116951
que,0.075348355,0.044250324,0.880401373,0.031098031
nằm sấp,0.071105361,0.040009726,0.888884962,0.031095635
hương khuê,0.073394664,0.042311527,0.884293795,0.031083137
năm dương lịch,0.09514153,0.064091593,0.840766907,0.031049937
giấy tín chỉ,0.080251947,0.049202338,0.870545805,0.031049609
đeo,0.257883484,0.226840273,0.515276246,0.031043211
quốc âm,0.061415615,0.092456317,0.846128047,-0.031040702
lương tâm,0.074197993,0.043189429,0.882612586,0.031008564
nước đá,0.064402044,0.095358111,0.840239882,-0.030956067
kinh nghĩa,0.055768739,0.086722001,0.857509315,-0.030953262
bật lửa,0.043888677,0.074835092,0.88127625,-0.030946415
quai nón,0.055552762,0.086483575,0.857963622,-0.030930813
nhà thổ,0.085152969,0.054227002,0.860620022,0.030925967
tái sản xuất,0.074343182,0.043455876,0.882200956,0.030887306
khơi chừng,0.067045242,0.036177516,0.896777153,0.030867726
than gầy,0.071580984,0.040714055,0.887704968,0.030866928
khoai lang,0.050921421,0.081784546,0.867294073,-0.030863125
mại bản,0.153002754,0.183860227,0.663137019,-0.030857474
mưa bụi,0.059927732,0.090753548,0.849318743,-0.030825816
dã tràng,0.073947527,0.043136712,0.882915854,0.030810814
tâm thần,0.459228819,0.490035488,0.050735663,-0.030806669
chuôm,0.106910363,0.076107686,0.816981971,0.030802676
kính lúp,0.067936108,0.037139516,0.894924343,0.030796591
nhạc cụ,0.076691851,0.045897923,0.877410173,0.030793928
khuyến cáo,0.07868918,0.047895927,0.873414814,0.030793253
lượt,0.101383761,0.070591224,0.828024998,0.030792536
nhà trẻ,0.039637331,0.070421271,0.889941454,-0.03078394
thưởng phạt,0.076120988,0.045353875,0.878525138,0.030767113
ấy,0.039548237,0.07030125,0.890150487,-0.030753013
gia hình,0.063653797,0.094388649,0.84195751,-0.030734852
khăn đẹp,0.103544153,0.072838023,0.823617756,0.03070613
Hoá công,0.078981988,0.04830673,0.87271136,0.030675258
nghe ra,0.07969293,0.049027983,0.871279001,0.030664947
vị tha,0.067638628,0.098294519,0.834066808,-0.030655891
lại giống,0.076938674,0.046284564,0.876776755,0.03065411
pháo binh,0.090440936,0.059860274,0.849698722,0.030580662
tuần phiên,0.039521661,0.070095405,0.890383005,-0.030573744
ngoẹo,0.094580114,0.064020934,0.841398984,0.03055918
hớp,0.087136984,0.056618106,0.856244862,0.030518878
hương quản,0.066265211,0.035763998,0.897970796,0.030501213
hành cước,0.088379674,0.057881087,0.853739142,0.030498587
ngậm,0.070664578,0.040185346,0.889150063,0.030479232
hợp xướng,0.083029516,0.052557152,0.864413381,0.030472364
sớn sác,0.203276953,0.233737204,0.562985823,-0.030460251
tả ngạn,0.087553985,0.057103105,0.855342984,0.030450881
lữ trưởng,0.075565547,0.045132414,0.879302025,0.030433133
mồm,0.076911371,0.10731649,0.815772146,-0.030405119
áo giáp,0.050116733,0.080508299,0.869374931,-0.030391566
bóng cá,0.088809632,0.058503002,0.852687299,0.03030663
chăng lưới,0.094093874,0.063794322,0.842111826,0.030299552
nước ót,0.067023784,0.036729712,0.896246552,0.030294072
ghìm,0.091899384,0.061626265,0.846474379,0.030273119
ngồi phệt,0.058318809,0.088538796,0.853142321,-0.030219987
đài dinh,0.081810959,0.051600307,0.866588712,0.030210651
thuyền trưởng,0.041704271,0.071894541,0.886401236,-0.03019027
thẩm vấn,0.083686121,0.05350329,0.862810493,0.030182831
tham tri,0.068444282,0.038272809,0.89328289,0.030171473
nạp điện,0.074338429,0.044167232,0.881494284,0.030171197
tối thiểu,0.064285658,0.034114528,0.901599884,0.03017113
mắc phải,0.07272546,0.042579379,0.884695172,0.030146081
áp suất,0.0782784,0.048170425,0.87355119,0.030107975
nghểnh,0.08709757,0.057000387,0.855902076,0.030097183
lỡ thì,0.075168453,0.045091104,0.879740477,0.030077349
hội thương,0.06605231,0.035989013,0.897958696,0.030063298
thương phẩm,0.075498283,0.105552502,0.818949223,-0.030054219
thi hương,0.043311998,0.073365457,0.883322597,-0.030053459
giày bốt,0.058746599,0.08879678,0.852456629,-0.030050181
móc kép,0.050732478,0.080777586,0.868489921,-0.030045107
Tây dương,0.094189763,0.064148426,0.84166187,0.030041337
sơ thảo,0.083560579,0.053534351,0.862905025,0.030026227
mum,0.041335002,0.071344644,0.88732028,-0.030009642
cung chiêu,0.041150689,0.071135446,0.88771385,-0.029984757
hói trán,0.050505701,0.080480836,0.869013369,-0.029975135
ô-tô,0.119661495,0.149617016,0.730721474,-0.029955521
vú,0.099145348,0.069201274,0.831653357,0.029944074
theo dõi,0.066928372,0.096815579,0.836256087,-0.029887207
trơ trọi,0.062966987,0.092853896,0.844179153,-0.029886909
huyết tương,0.073735751,0.043873385,0.882390916,0.029862367
bì bõm,0.094458774,0.064597733,0.840943575,0.02986104
non non,0.062320534,0.032471091,0.905208409,0.029849444
hải tần,0.097830027,0.067985639,0.834184289,0.029844388
lần lữa,0.069874167,0.099691041,0.830434859,-0.029816873
nước mềm,0.072542481,0.042736314,0.88472122,0.029806167
giám hộ,0.091948174,0.062176026,0.8458758,0.029772148
chòm,0.090450378,0.060681504,0.848868161,0.029768874
như sau,0.06133379,0.091067232,0.84759897,-0.029733442
dắt,0.072170489,0.042449161,0.885380387,0.029721327
tâm thất,0.091461271,0.061843399,0.846695244,0.029617872
biên,0.109670416,0.080070086,0.810259461,0.02960033
tanh đồng,0.074715137,0.045143038,0.880141854,0.029572099
tờ hoa,0.093900092,0.123459764,0.782640159,-0.029559672
đệ trình,0.089540116,0.059988413,0.850471497,0.029551703
tiền trạm,0.069169797,0.039624516,0.891205668,0.029545281
vân,0.218599947,0.189071927,0.592328131,0.02952802
cao cấp,0.06396389,0.034436226,0.901599884,0.029527664
thầy đồ,0.072761014,0.043240719,0.883998275,0.029520296
kiêng dè,0.065243937,0.035749476,0.899006665,0.029494461
lược mau,0.079769105,0.050279297,0.869951546,0.029489808
lắt nhắt,0.045209792,0.074657433,0.880132794,-0.029447641
thỉnh nguyện,0.102033384,0.131476283,0.76649034,-0.029442899
sai số,0.076092817,0.046651848,0.87725538,0.029440969
tôn nữ,0.073578879,0.044150203,0.882270932,0.029428676
mũ phớt,0.095801771,0.066405959,0.837792337,0.029395811
da thuộc,0.099502265,0.070112467,0.830385208,0.029389799
rợm,0.085042872,0.055671085,0.85928601,0.029371787
phốp pháp,0.070732974,0.041378424,0.88788861,0.02935455
thẳng hàng,0.087174669,0.057827398,0.854997933,0.029347271
dùi cui,0.048258841,0.077570654,0.874170482,-0.029311813
giở trời,0.07676708,0.047462322,0.875770569,0.029304758
phương trình,0.074866034,0.045564331,0.87956965,0.029301703
